Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
Ubc	Rev1	16982685	"psi-mi:""MI:0463""(biogrid)"
Ubc	Nr3c2	22798426	"psi-mi:""MI:0463""(biogrid)"
Ubc	Psma2	17189251	"psi-mi:""MI:0463""(biogrid)"
Ubc	Traf6	18239685|19091594	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ubc	Tax1bp1	18239685	"psi-mi:""MI:0463""(biogrid)"
Ubc	Sdcbp	21359963	"psi-mi:""MI:0463""(biogrid)"
Ubc	Notch1	20844536	"psi-mi:""MI:0463""(biogrid)"
Ubc	Lyn	22364282	"psi-mi:""MI:0463""(biogrid)"
Ubc	Eif4ebp1	17653084	"psi-mi:""MI:0463""(biogrid)"
Ubc	Ncstn	19725872	"psi-mi:""MI:0463""(biogrid)"
Ubc	Filip1	19604354	"psi-mi:""MI:0463""(biogrid)"
Ubc	Pten	19473982	"psi-mi:""MI:0463""(biogrid)"
Ubc	Irf5	18824541	"psi-mi:""MI:0463""(biogrid)"
Ubc	Nos2	15528042	"psi-mi:""MI:0463""(biogrid)"
Ubc	Casp8	21576355	"psi-mi:""MI:0463""(biogrid)"
Ubc	Mdm2	21730132	"psi-mi:""MI:0463""(biogrid)"
Ubc	Trim32	16816390	"psi-mi:""MI:0463""(biogrid)"
Ubc	Bcr	22451666	"psi-mi:""MI:0463""(biogrid)"
Ubc	Polk	18162470	"psi-mi:""MI:0463""(biogrid)"
Ubc	Trp53	21730132	"psi-mi:""MI:0463""(biogrid)"
Ubc	Psmb5	17189251	"psi-mi:""MI:0463""(biogrid)"
Ubc	Psmb4	17189251	"psi-mi:""MI:0463""(biogrid)"
Ubc	Fos	21478324	"psi-mi:""MI:0463""(biogrid)"
Ubc	Dnmt1	15899874	"psi-mi:""MI:0463""(biogrid)"
Ubc	Poli	20944239	"psi-mi:""MI:0463""(biogrid)"
Ubc	Uimc1	17698038	"psi-mi:""MI:0463""(biogrid)"
Ubc	Psma7	17189251	"psi-mi:""MI:0463""(biogrid)"
Ubc	Prkcsh	22337885	"psi-mi:""MI:0463""(biogrid)"
Ubc	Hspb1	17189251	"psi-mi:""MI:0463""(biogrid)"
Ubc	Scnn1b	17967898	"psi-mi:""MI:0463""(biogrid)"
Ubc	Tert	21520056	"psi-mi:""MI:0463""(biogrid)"
Ubc	Iigp1	21757726	"psi-mi:""MI:0463""(biogrid)"
Ubc	Socs1	19296467	"psi-mi:""MI:0463""(biogrid)"
Ubc	Pdcd6ip	22334701	"psi-mi:""MI:0463""(biogrid)"
Ubc	Gsc	21170031	"psi-mi:""MI:0463""(biogrid)"
Ubc	Hgs	17182860	"psi-mi:""MI:0463""(biogrid)"
Ubc	Sqstm1	21715324	"psi-mi:""MI:0463""(biogrid)"
Ubc	Gch1	22984419	"psi-mi:""MI:0463""(biogrid)"
Ubc	Smad3	22045334	"psi-mi:""MI:0463""(biogrid)"
Ubc	Nfkbia	17098744|21617130	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ubc	Mdm4	20697359	"psi-mi:""MI:0463""(biogrid)"
Ubc	Rela	19270718	"psi-mi:""MI:0463""(biogrid)"
Ubc	Scnn1g	17967898	"psi-mi:""MI:0463""(biogrid)"
Ubc	Cttn	22514278	"psi-mi:""MI:0463""(biogrid)"
Ubc	Snca	22212051	"psi-mi:""MI:0463""(biogrid)"
Ubc	Psmd4	16810319	"psi-mi:""MI:0463""(biogrid)"
Ubc	Pias4	16816390	"psi-mi:""MI:0463""(biogrid)"
Ubc	Tnk2	17182860	"psi-mi:""MI:0463""(biogrid)"
Ubc	Nfkbia	16163708	"psi-mi:""MI:0463""(biogrid)"
Ubc	Ufd1l	12411482	"psi-mi:""MI:0463""(biogrid)"
Ubc	Igf1r	15878855	"psi-mi:""MI:0463""(biogrid)"
Ubc	Psmb2	17189251	"psi-mi:""MI:0463""(biogrid)"
Ubc	Hdac6	16810319	"psi-mi:""MI:0463""(biogrid)"
Ubc	Psma6	17189251	"psi-mi:""MI:0463""(biogrid)"
Ubc	Psmb3	17189251	"psi-mi:""MI:0463""(biogrid)"
Ubc	Vcp	14607830|16810319|12411482	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ube2a	Hist2h2bb	11929833	"psi-mi:""MI:0463""(biogrid)"
Ube2a	Rad18	12509447	"psi-mi:""MI:0463""(biogrid)"
Ube2b	Rad18	12509447	"psi-mi:""MI:0463""(biogrid)"
Ube2b	Hist2h2bb	11929833	"psi-mi:""MI:0463""(biogrid)"
Ube2d2a	Rnf25	10500182	"psi-mi:""MI:0463""(biogrid)"
Ube2e1	Rnf220	20170641	"psi-mi:""MI:0469""(IntAct)"
Ube2e1	Arih2	11722579	"psi-mi:""MI:0463""(biogrid)"
Ube2e3	Arih2	19256485	"psi-mi:""MI:0463""(biogrid)"
Ube2e3	Rcbtb1	19256485	"psi-mi:""MI:0463""(biogrid)"
Ube2e3	Rnf220	20170641	"psi-mi:""MI:0469""(IntAct)"
Ube2e3	Rnf5	19256485	"psi-mi:""MI:0463""(biogrid)"
Ube2g1	Park2	16096643	"psi-mi:""MI:0471""(MINT)"
Ube2g1	Ubc	25471371	"psi-mi:""MI:0463""(biogrid)"
Ube2g2	Ube2g2	IM-22095|17310145|17310145|24366945	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|MI:0465(dip)|psi-mi:""MI:0471""(MINT)"
Ube2h	Trim72	23965929	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Smap2	18413247	MI:0974(innatedb)
Ube2i	Tcf3	9409784	"psi-mi:""MI:0469""(IntAct)"
Ube2i	Uimc1	17698038	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Pou5f1	17097055	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Mdm2	21183956	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Ikzf3	15767674	"psi-mi:""MI:0469""(IntAct)"
Ube2i	Rel	9223278	MI:0974(innatedb)
Ube2i	Sumo1	20077568	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Sox2	17097055	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Pias3	12387893|12387893	"psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Ube2i	Casp8ap2	23673342	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Mthfs	22303332	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Fas	11034606|9257699	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Ube2i	Hif1a	17981124	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Nemp1	25946333	"psi-mi:""MI:0486""(UniProt)"
Ube2i	Nr2c1	17187077	MI:0465(dip)
Ube2i	Rangap1	15094046|11792325	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ube2i	Gata1	15173587	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Sumo3	20077568	"psi-mi:""MI:0463""(biogrid)"
Ube2i	Irf1	18955028	"psi-mi:""MI:0463""(biogrid)"
Ube2k	Ubc	25471371	"psi-mi:""MI:0463""(biogrid)"
Ube2l3	Rnf216	10431818	"psi-mi:""MI:0463""(biogrid)"
Ube2l3	Ubox5	10431818	"psi-mi:""MI:0463""(biogrid)"
Ube2l3	Rnf19a	10431818	"psi-mi:""MI:0463""(biogrid)"
Ube2l3	Arih2	11722579|10431818	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ube2l3	Rbck1	11722579|10431818	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ube2l3	Arih1	10431818	"psi-mi:""MI:0463""(biogrid)"
Ube2l3	Park2	16096643	"psi-mi:""MI:0471""(MINT)"
Ube2l3	Rnf144a	10431818	"psi-mi:""MI:0463""(biogrid)"
Ube2q1	B4galt1	18511602	"psi-mi:""MI:0463""(biogrid)"
Ube2v1	Ube2n	12039045|11406273	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ube2v2	Ube2n	12039045|11406273	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ube3a	Pml	19325566	"psi-mi:""MI:0463""(biogrid)"
Ube3a	Herc2	21493713	"psi-mi:""MI:0463""(biogrid)"
Ube4a	Dnajc7	15189447	"psi-mi:""MI:0463""(biogrid)"
Ube4a	Ube4a	11435423	"psi-mi:""MI:0463""(biogrid)"
Ube4b	Ube4b	11435423|23509263	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ube4b	Vcp	15189447|12504083|22174917	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ubox5	Vcp	15189447	"psi-mi:""MI:0463""(biogrid)"
Ubqln1	Bcr	22451666	"psi-mi:""MI:0463""(biogrid)"
Ubqln2	Itgb3	10549293	"psi-mi:""MI:0463""(biogrid)"
Ubqln2	Cd47	10549293	"psi-mi:""MI:0463""(biogrid)"
Ubr1	Ubr1	12391316	"psi-mi:""MI:0463""(biogrid)"
Ubr2	Tex19.1	21103378	"psi-mi:""MI:0463""(biogrid)"
Ubr5	Myocd	20167605	"psi-mi:""MI:0463""(biogrid)"
Ubr5	Rorc	25470037	MI:0465(dip)
Ubtf	Hdac1	16582105	"psi-mi:""MI:0463""(biogrid)"
Ubtf	Myod1	18445650	MI:0465(dip)
Ubtf	Taf1a	17251981	MI:0465(dip)
Ubtf	Eif3l	11592397	"psi-mi:""MI:0463""(biogrid)"
Ubtf	Myog	18445650	MI:0465(dip)
Ubtf	Rb1	16582105	"psi-mi:""MI:0463""(biogrid)"
Ubtf	Ctcfl	21059229	"psi-mi:""MI:0463""(biogrid)"
Ubtf	Ctcf	21059229	"psi-mi:""MI:0463""(biogrid)"
Ubtf	Runx2	17251981	MI:0465(dip)
Ubtf	Polr1b	16582105|11592397	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ubtf	Rasl11a	MINT-7892175|20168301	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ubtf	Polr1e	11592397|16582105	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ubxn1	Ngly1	16709668	"psi-mi:""MI:0486""(UniProt)"
Ubxn1	Vcp	16709668	"psi-mi:""MI:0486""(UniProt)"
Ubxn2a	Stub1	26265139	"psi-mi:""MI:0463""(biogrid)"
Uchl1	Ubc	12913066|16371654	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Uchl1	Cdk1	21678139	"psi-mi:""MI:0463""(biogrid)"
Uchl1	Ptov1	21678139	"psi-mi:""MI:0463""(biogrid)"
Uchl1	Cops5	19377830	"psi-mi:""MI:0463""(biogrid)"
Uchl1	Ncam1	23061666|23061666	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Uchl1	Tuba1a	18250096	"psi-mi:""MI:0463""(biogrid)"
Ufd1l	Vcp	10811609|22773186|22232657|17491009|12529442|22773186	"psi-mi:""MI:1332""(bhf-ucl)|psi-mi:""MI:0471""(MINT)|MI:0465(dip)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Uhrf1	Eme1	18692478	"psi-mi:""MI:0463""(biogrid)"
Uhrf1	Rcc1	25451918	"psi-mi:""MI:0463""(biogrid)"
Uhrf1	Mus81	18692478	"psi-mi:""MI:0463""(biogrid)"
Uhrf1	Parp1	24782312|25451918	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Uhrf1	Hist1h2ab	14993289|MINT-5216940	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Uhrf1	Uhrf1	14993289	"psi-mi:""MI:0463""(biogrid)"
Uhrf1	Supt16	25451918	"psi-mi:""MI:0463""(biogrid)"
Uhrf1	Dnmt1	24782312|23463006	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Uhrf1	Hist1h2bf	14993289|MINT-5216940	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Uhrf1	H3f3a	14993289	"psi-mi:""MI:0463""(biogrid)"
Uhrf1	Top2a	25451918	"psi-mi:""MI:0463""(biogrid)"
Uhrf1	Top2b	25451918	"psi-mi:""MI:0463""(biogrid)"
Uimc1	Rps27a	MINT-7908822|19536136	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Uimc1	Ube2i	17698038	"psi-mi:""MI:0463""(biogrid)"
Ulk1	Ubc	17389358	"psi-mi:""MI:0463""(biogrid)"
Ulk1	Timm23	IM-23792|24671035	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ulk1	Atg13	19258318	MI:0974(innatedb)
Ulk1	Rb1cc1	19258318	MI:0974(innatedb)
Ulk1	Ulk1	18936157|18443221|19807128|10557072	MI:0974(innatedb)|MI:0974(innatedb)|MI:0974(innatedb)|MI:0974(innatedb)
Ulk1	Sqstm1	17389358	"psi-mi:""MI:0463""(biogrid)"
Ulk1	Prkaa1	25980607	"psi-mi:""MI:0471""(MINT)"
Ulk1	Ntrk1	17389358	MI:0465(dip)
Ulk1	Atg16l1	23262492	MI:0465(dip)
Ulk1	Mtor	25980607	"psi-mi:""MI:0471""(MINT)"
Ulk1	Fundc1	25980607|24671035|IM-23792	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ulk2	Frs2	16887332	MI:0974(innatedb)
Ulk2	Frs3	16887332	MI:0974(innatedb)
Ulk2	Ulk2	10557072|16887332	MI:0974(innatedb)|MI:0974(innatedb)
Unc5b	Ppp2r1b	21172653|21172653	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Unc5b	Dapk1	15729359	"psi-mi:""MI:0463""(biogrid)"
Unc5b	Ppp2r1a	21172653	"psi-mi:""MI:0463""(biogrid)"
Unc93b1	Tlr9	25187653|17452530|19451267	MI:0974(innatedb)|MI:0974(innatedb)|MI:0974(innatedb)
Unc93b1	Tlr8	19451267	MI:0974(innatedb)
Unc93b1	Tlr3	17452530|19451267	MI:0974(innatedb)|MI:0974(innatedb)
Unc93b1	Tlr13	17452530|19451267	MI:0974(innatedb)|MI:0974(innatedb)
Unc93b1	Tlr7	17452530|19451267	MI:0974(innatedb)|MI:0974(innatedb)
Uox	Hspd1	23085393|23085393	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Uox	Sirt5	23085393|23085393	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Uox	Cat	23085393|23085393	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Upk3a	Snx31	24914955	"psi-mi:""MI:0469""(IntAct)"
Upk3a	Upk1b	24914955	"psi-mi:""MI:0469""(IntAct)"
Use1	Ubr1	21816346	"psi-mi:""MI:0463""(biogrid)"
Use1	Ubr2	21816346	"psi-mi:""MI:0463""(biogrid)"
Usf1	Hdac9	21680747	"psi-mi:""MI:0463""(biogrid)"
Usf1	Kat2b	21680747	"psi-mi:""MI:0463""(biogrid)"
Usf1	E2f3	15014447	"psi-mi:""MI:0463""(biogrid)"
Usf1	Ep300	21680747	"psi-mi:""MI:0463""(biogrid)"
Usf2	Stat1	23749757	"psi-mi:""MI:0469""(IntAct)"
Ush1c	Slc4a7	16301216	"psi-mi:""MI:0469""(IntAct)"
Ush1c	Ush1g	15590703|15590703	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Ush1c	Myo7a	15590703	"psi-mi:""MI:0463""(biogrid)"
Ush1c	Ush1c	15590703	"psi-mi:""MI:0471""(MINT)"
Ush1c	Pcdh15	15928608|15590703|16301216|15590703|15928608|15590703	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Ush1c	Cdh23	15928608|15590703|12407180	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ush1g	Ush1g	15590703|15590703	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ush1g	Ush1c	15590703	"psi-mi:""MI:0471""(MINT)"
Ush1g	Myo7a	15590703|15590703	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ush2a	Myo7a	17567809	"psi-mi:""MI:0463""(biogrid)"
Ush2a	Vezt	17567809	"psi-mi:""MI:0463""(biogrid)"
Usp1	Id2	24573694	"psi-mi:""MI:0463""(biogrid)"
Usp14	Ern1	24951540	"psi-mi:""MI:0463""(biogrid)"
Usp14	Psmc2	11566882	"psi-mi:""MI:0463""(biogrid)"
Usp14	Ubxn2b	11566882	"psi-mi:""MI:0463""(biogrid)"
Usp14	Gabra1	19759851	"psi-mi:""MI:0463""(biogrid)"
Usp14	Psma4	11566882	"psi-mi:""MI:0463""(biogrid)"
Usp15	Mdm2	24777531	MI:0974(innatedb)
Usp18	Isg15	24533902	"psi-mi:""MI:0463""(biogrid)"
Usp2	Usp2	14686789	"psi-mi:""MI:0463""(biogrid)"
Usp2	Nr3c2	23548632	"psi-mi:""MI:0463""(biogrid)"
Usp2	Nedd4	21478478	"psi-mi:""MI:0463""(biogrid)"
Usp2	Per2	23213472	"psi-mi:""MI:0463""(biogrid)"
Usp2	Arntl	23213472	"psi-mi:""MI:0463""(biogrid)"
Usp2	Cry1	23213472	"psi-mi:""MI:0463""(biogrid)"
Usp2	Cry2	23213472	"psi-mi:""MI:0463""(biogrid)"
Usp2	Per1	23213472	"psi-mi:""MI:0463""(biogrid)"
Usp33	Robo1	19684588	"psi-mi:""MI:0463""(biogrid)"
Usp42	Glb1	16904385	"psi-mi:""MI:0463""(biogrid)"
Usp44	Cetn2	23187126	"psi-mi:""MI:0463""(biogrid)"
Usp7	Mdm4	20697359	"psi-mi:""MI:0463""(biogrid)"
Usp7	Mdm2	20697359	"psi-mi:""MI:0463""(biogrid)"
Usp8	Ywhae	17720156|MINT-8007946	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Usp8	Grap2	12176364|12176364	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Usp8	Ubc	24533902|16810319	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Usp8	Stam2	20130268	"psi-mi:""MI:0463""(biogrid)"
Usp8	Grb2	10982817|10982817	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Usp8	Rasgrf1	11500497	"psi-mi:""MI:0463""(biogrid)"
Usp9x	Ctnnb1	15607950	"psi-mi:""MI:0463""(biogrid)"
Utp3	Cbfb	11404095	"psi-mi:""MI:0469""(IntAct)"
Uvrag	Becn1	19270693	MI:0974(innatedb)
Uxt	Pias2	25434787	"psi-mi:""MI:0463""(biogrid)"
VAC14	LAMP1	22842785	(mentha)
VAC14	DLG4	22842785	(mentha)
VAC14	MAPT	22842785	(mentha)
VAC14	MAP2	22842785	(mentha)
VAMP2	SYT2	16642042	(mentha)
VAMP2	STX1A	21151134|16269331|20798282|20114047	(mentha)
VAMP2	AQP2	18505797	(mentha)
VAMP2	SNAP25	19703397|21151134|16269331|20798282|22187053|20114047|24705552	(mentha)
VAMP2	CDC42	15537656	(mentha)
VAMP2	SNCA	21151134|20798282	(mentha)
VAMP2	SNAP23	24469400|18692471|24705552	(mentha)
VAMP3	AQP2	18505797	(mentha)
VAMP7	VTI1B	20871593	(mentha)
VAMP7	LAMP1	20871593	(mentha)
VAMP7	STX7	20871593	(mentha)
VAMP8	SNAP23	18692471	(mentha)
VANGL1	DVL2	15456783	(mentha)
VANGL1	DVL1	15456783	(mentha)
VANGL1	DVL3	15456783	(mentha)
VANGL2	SCRIB	16687519	(mentha)
VANGL2	DVL3	15456783	(mentha)
VANGL2	DVL2	15456783	(mentha)
VANGL2	DVL1	15456783	(mentha)
VANGL2	FZD3	16687519	(mentha)
VAPA	OPRM1	23840749	(mentha)
VAV1	CD3E	9064344	(mentha)
VAV1	SOCS1	15456882	(mentha)
VAV1	PTPRC	8570203	(mentha)
VAV1	CD247	9064344	(mentha)
VCAM1	RDX	16615918	(mentha)
VCL	TJP1	24413171	(mentha)
VCL	SORBS2	20886612	(mentha)
VCL	ENAH	8861907	(mentha)
VCL	GJA1	24413171	(mentha)
VCP	VCP	18462676	(mentha)
VCP	PKD2	18178578	(mentha)
VCP	PPP2CB	20100830	(mentha)
VCP	UFD1L	12529442|10811609|22773186|17491009	(mentha)
VCP	PRKDC	23722536	(mentha)
VCP	RNF19A	15456787	(mentha)
VCP	UBA52	16810319	(mentha)
VCP	RAD23B	16249333	(mentha)
VCP	SEC61A1	24218449	(mentha)
VCP	UBC	12411482|16810319|23649778|14607830	(mentha)
VCP	PFN1	9463375	(mentha)
VCP	DUSP1	20100830	(mentha)
VCP	CASP12	14561754	(mentha)
VCP	NCSTN	21600962	(mentha)
VCP	FAF1	24619421	(mentha)
VCP	ATXN1	23652004	(mentha)
VCP	HSP90AB1	17785525	(mentha)
VCP	COPS5	19826004	(mentha)
VCP	MYL2	22773186	(mentha)
VCP	NPLOC4	10811609|17491009	(mentha)
VCP	MAPT	23719816	(mentha)
VCP	ITPR1	21610068|16103111	(mentha)
VCPIP1	ACTRT3	18692047	(mentha)
VCPIP1	VCP	14988733	(mentha)
VDAC1	TSPO	25470454	(mentha)
VDAC1	ITPR1	24947355	(mentha)
VDAC2	BAK1	12881569	(mentha)
VEGFA	UBC	20023214	(mentha)
VEGFA	CRYAB	20023214	(mentha)
VEGFA	KDR	17981115	(mentha)
VEGFC	FLT4	9012504	(mentha)
VEZT	USH2A	17567809	(mentha)
VGLL2	TEAD1	14762206	(mentha)
VGLL4	TEAD4	24525233	(mentha)
VHL	KIF3A	17825299	(mentha)
VIM	VIM	8576158	(mentha)
VIM	PRKCE	12169683|15251432	(mentha)
VIM	UBC	22673621|23649778	(mentha)
VLDLR	DAB1	15249135|10827173|10380922	(mentha)
VPS11	VPS45	14623309	(mentha)
VPS11	STX1A	14623309	(mentha)
VPS11	STX8	14623309	(mentha)
VPS18	HOOK1	14668490	(mentha)
VPS18	VPS45	14668490|14623309	(mentha)
VPS18	VPS41	14668490	(mentha)
VPS18	VAMP8	14668490	(mentha)
VPS18	STX8	14623309	(mentha)
VPS18	STX1A	14623309	(mentha)
VPS26B	VPS26A	18656452	(mentha)
VPS29	VPS26B	18656452	(mentha)
VPS29	VPS35	18656452	(mentha)
VPS29	VPS26A	18656452	(mentha)
VPS35	SORT1	18480253	(mentha)
VPS35	VPS26A	18656452	(mentha)
VPS35	VPS26B	18656452	(mentha)
VPS35	LRRK2	23395371	(mentha)
VPS35	SORL1	18480253	(mentha)
VPS36	UBC	17057714	(mentha)
VPS39	VPS18	14668490	(mentha)
VPS72	H2AFZ	20473270	(mentha)
VRK2	MAP3K7	17709393	(mentha)
VRK3	MAPK1	18035061	(mentha)
VSX2	RB1	9464541	(mentha)
VTA1	VPS4B	15173323	(mentha)
VTI1B	STX7	20871593	(mentha)
VWA1	HSPG2	18314316	(mentha)
Vac14	Mapt	MINT-8403631|22842785	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Vac14	Eea1	MINT-8403631|22842785	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Vamp2	Snap29	24705552	MI:0465(dip)
Vamp2	Stx1a	20798282|16269331	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Vamp2	Snap23	24469400	"psi-mi:""MI:0469""(IntAct)"
Vamp2	Cdc42	15537656	"psi-mi:""MI:0469""(IntAct)"
Vamp2	Stx4	24469400	"psi-mi:""MI:0469""(IntAct)"
Vamp2	Snap25	16269331|20798282	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Vamp2	Snca	20798282	"psi-mi:""MI:0463""(biogrid)"
Vamp2	Syt2	16642042|16642042	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Vangl1	Dvl1	15456783	"psi-mi:""MI:0463""(biogrid)"
Vangl1	Dvl2	15456783|15456783	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Vangl1	Dvl3	15456783	"psi-mi:""MI:0463""(biogrid)"
Vangl2	Dvl3	15456783	"psi-mi:""MI:0463""(biogrid)"
Vangl2	Fzd3	16687519	"psi-mi:""MI:0463""(biogrid)"
Vangl2	Scrib	16687519	"psi-mi:""MI:0463""(biogrid)"
Vangl2	Dvl1	15456783	"psi-mi:""MI:0463""(biogrid)"
Vangl2	Dvl2	19701191|15456783|16571627|15456783	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Vangl2	Cdh1	19701191	"psi-mi:""MI:0486""(UniProt)"
Vapa	Jmy	25015719	"psi-mi:""MI:0486""(UniProt)"
Vapb	Vcp	24885147	"psi-mi:""MI:0463""(biogrid)"
Vapb	Wdr44	24885147	"psi-mi:""MI:0463""(biogrid)"
Vapb	Faf1	24885147	"psi-mi:""MI:0463""(biogrid)"
Vapb	Stx1b	24885147	"psi-mi:""MI:0463""(biogrid)"
Vapb	Stx1a	24885147	"psi-mi:""MI:0463""(biogrid)"
Vapb	Asna1	24885147	"psi-mi:""MI:0463""(biogrid)"
Vapb	Rab3gap1	24885147	"psi-mi:""MI:0463""(biogrid)"
Vasp	Pfn2	16319076	"psi-mi:""MI:0469""(IntAct)"
Vasp	Trim9	26702829	"psi-mi:""MI:0463""(biogrid)"
Vav1	Cd247	9064344	"psi-mi:""MI:0463""(biogrid)"
Vav1	Cd3e	9064344	"psi-mi:""MI:0463""(biogrid)"
Vav1	Hnrnpk	7862126|7862126	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Vav1	Itk	19009524	"psi-mi:""MI:0463""(biogrid)"
Vav1	Mapk14	9064344	"psi-mi:""MI:0463""(biogrid)"
Vcl	Tln1	20308429	"psi-mi:""MI:1222""(mbinfo)"
Vcl	Xirp1	17922036	MI:0974(innatedb)
Vcl	Raver1	11724819	"psi-mi:""MI:0463""(biogrid)"
Vcl	Ctnna1	9700171	"psi-mi:""MI:1222""(mbinfo)"
Vcl	Pxn	20308429	"psi-mi:""MI:1222""(mbinfo)"
Vcp	Htt	23652004	"psi-mi:""MI:0463""(biogrid)"
Vcp	Cops5	19826004	"psi-mi:""MI:0463""(biogrid)"
Vcp	Nos2	20100830	MI:0974(innatedb)
Vcp	Prkdc	23722536	"psi-mi:""MI:0463""(biogrid)"
Vcp	Epor	11086075	MI:0974(innatedb)
Vcp	Ube4b	15189447	"psi-mi:""MI:0463""(biogrid)"
Vcp	Ncstn	21600962	"psi-mi:""MI:0463""(biogrid)"
Vcp	Ppp2ca	20100830	MI:0974(innatedb)
Vcp	Ankzf1	21070972	"psi-mi:""MI:0469""(IntAct)"
Vcp	Herpud1	21600962	"psi-mi:""MI:0463""(biogrid)"
Vcp	Ufd1l	10811609|10811609|12529442	"psi-mi:""MI:1332""(bhf-ucl)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
